run_id,city,status,elapsed_s,host,exists_roads,exists_intersections,exists_natural,error
ils-20260115_041620-80b3fcad,Doma__Nigeria,PARTIAL,330.622,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Dosso__Niger,PARTIAL,327.497,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Douala__Cameroon,OK,646.256,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Dourados__Brazil,OK,549.972,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Dschang__Cameroon,OK,182.959,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Duekoue__Cote_d_Ivoire,OK,78.258,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Dundo__Angola,OK,128.842,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Durame__Ethiopia,PARTIAL,327.519,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Durango__Mexico,PARTIAL,339.781,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Durban__South_Africa,OK,1181.329,ip-10-0-203-245,True,True,True,
ils-20260115_041620-80b3fcad,Dutse__Nigeria,PARTIAL,327.505,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,East_London__South_Africa,OK,355.295,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Ebolowa__Cameroon,OK,67.032,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Ebute_Irele__Nigeria,PARTIAL,6.039,ip-10-0-197-151,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Edendale__South_Africa,OK,677.562,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Effon_Alaiye__Nigeria,PARTIAL,200.716,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Egbe__Nigeria,PARTIAL,5.96,ip-10-0-194-125,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ejigbo__Nigeria,PARTIAL,11.334,ip-10-0-194-125,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Eket__Nigeria,OK,132.168,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Ekogboro__Nigeria,OK,20.013,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Ekpoma__Nigeria,PARTIAL,528.204,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,El_Alto_La_Paz__Bolivia,PARTIAL,327.489,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,El_Progreso__Honduras,PARTIAL,331.598,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,El_Vigia__Venezuela,PARTIAL,329.074,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,El_Wak__Kenya,PARTIAL,331.619,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,El_esfuerzo__Colombia,PARTIAL,327.459,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Eldoret__Kenya,PARTIAL,327.471,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Emalahleni__South_Africa,OK,82.532,ip-10-0-194-49,True,True,True,
ils-20260115_041620-80b3fcad,Embalenhle__South_Africa,OK,128.686,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Embu__Kenya,PARTIAL,85.635,ip-10-0-194-125,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Emure__Nigeria,OK,62.309,ip-10-0-195-225,True,True,True,
ils-20260115_041620-80b3fcad,Encarnacion__Paraguay,OK,340.489,ip-10-0-195-225,True,True,True,
ils-20260115_041620-80b3fcad,Ensenada__Mexico,PARTIAL,327.506,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Enugu__Nigeria,PARTIAL,343.882,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Enwan__Nigeria,PARTIAL,5.669,ip-10-0-195-225,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Epe__Nigeria,PARTIAL,10.112,ip-10-0-195-225,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Erigavo__Somalia,PARTIAL,5.369,ip-10-0-195-225,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Eruwa_Titun__Nigeria,OK,35.797,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Escuintla__Guatemala,OK,222.55,ip-10-0-198-112,True,True,True,
ils-20260115_041620-80b3fcad,Esmeraldas__Ecuador,PARTIAL,325.442,ip-10-0-198-112,False,False,True,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Esteli__Nicaragua,OK,83.498,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Evaton__South_Africa,OK,784.787,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Facatativa__Colombia,OK,82.777,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Fada_N_Gourma__Burkina_Faso,PARTIAL,328.468,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Faya_Largeau__Chad,OK,7.084,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Feira_de_Santana__Brazil,OK,920.242,ip-10-0-195-225,True,True,True,
ils-20260115_041620-80b3fcad,Fik__Ethiopia,PARTIAL,16.103,ip-10-0-195-225,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Filtu__Ethiopia,PARTIAL,63.999,ip-10-0-194-125,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Florencia__Colombia,OK,87.731,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Flores__Guatemala,PARTIAL,326.594,ip-10-0-203-35,False,False,True,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Florianopolis__Brazil,PARTIAL,350.878,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Fomboni__Comoros,OK,66.322,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Formosa__Argentina,OK,331.671,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Formosa__Brazil,OK,334.598,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Fort_de_France__France,PARTIAL,327.509,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Fortaleza__Brazil,PARTIAL,363.314,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Foumban__Cameroon,OK,13.201,ip-10-0-198-112,True,True,True,
ils-20260115_041620-80b3fcad,Franca__Brazil,PARTIAL,335.681,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Francisco_Morato__Brazil,PARTIAL,327.505,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Francistown__Botswana,PARTIAL,331.33,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Freetown__Sierra_Leone,PARTIAL,342.711,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Fresnillo__Mexico,PARTIAL,331.581,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Fungurume__Democratic_Republic_of_the_Congo,PARTIAL,327.171,ip-10-0-199-206,False,False,True,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Funtua__Nigeria,PARTIAL,328.609,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Fusagasuga__Colombia,PARTIAL,331.59,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gabela__Angola,PARTIAL,388.922,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gaborone__Botswana,PARTIAL,343.876,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gagnoa__Cote_d_Ivoire,PARTIAL,327.497,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Galkayo__Somalia,PARTIAL,589.648,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gama__Brazil,OK,360.451,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Gamboru__Cameroon,OK,245.867,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Ganda__Angola,PARTIAL,327.513,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gao__Mali,PARTIAL,327.363,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Garanhuns__Brazil,PARTIAL,327.505,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Garcia__Mexico,PARTIAL,328.065,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Garissa__Kenya,OK,120.477,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Garoua__Cameroon,PARTIAL,327.95,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gashua__Nigeria,PARTIAL,327.362,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gaya__Niger,OK,205.033,ip-10-0-199-206,True,True,True,
ils-20260115_041620-80b3fcad,Gboko__Nigeria,OK,215.823,ip-10-0-199-206,True,True,True,
ils-20260115_041620-80b3fcad,Geidam__Nigeria,PARTIAL,329.641,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Geita__Tanzania,PARTIAL,12.932,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gemena__Democratic_Republic_of_the_Congo,OK,89.883,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,George__South_Africa,OK,37.091,ip-10-0-199-206,True,True,True,
ils-20260115_041620-80b3fcad,Georgetown__Guyana,OK,513.642,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Girardot__Colombia,PARTIAL,327.497,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gitega__Burundi,PARTIAL,327.493,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gode__Ethiopia,OK,116.488,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Goiania__Brazil,OK,3997.587,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Goma__Rwanda_Democratic_Republic_of_the_Congo,PARTIAL,328.768,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gombe__Nigeria,PARTIAL,328.504,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gombi__Nigeria,PARTIAL,125.099,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gonaives__Haiti,OK,19.246,ip-10-0-194-49,True,True,True,
ils-20260115_041620-80b3fcad,Gonder__Ethiopia,OK,70.841,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Governador_Valadares__Brazil,OK,404.628,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Guadalajara__Mexico,PARTIAL,328.136,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Guanajuato__Mexico,OK,315.257,ip-10-0-195-225,True,True,True,
ils-20260115_041620-80b3fcad,Guanare__Venezuela,OK,130.933,ip-10-0-195-225,True,True,True,
ils-20260115_041620-80b3fcad,Guantanamo__Cuba,OK,31.817,ip-10-0-194-49,True,True,True,
ils-20260115_041620-80b3fcad,Guarapuava__Brazil,OK,56.731,ip-10-0-194-49,True,True,True,
ils-20260115_041620-80b3fcad,Guaratingueta__Brazil,PARTIAL,331.605,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Guarenas__Venezuela,PARTIAL,331.286,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Guatemala_City__Guatemala,OK,2714.462,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Guayaquil__Ecuador,OK,2083.202,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Guaymas__Mexico,PARTIAL,16.71,ip-10-0-195-225,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Guider__Cameroon,OK,164.088,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Gulu__Uganda,OK,54.154,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Gumel__Nigeria,PARTIAL,130.987,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gurue__Mozambique,OK,13.262,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Gusau__Nigeria,PARTIAL,399.209,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Gwagwalada__Nigeria,OK,339.48,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Gwoza__Nigeria,PARTIAL,388.074,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Hadejia__Nigeria,PARTIAL,4.818,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Hagadera_Refugee_Camp__Kenya,PARTIAL,91.166,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Harar__Ethiopia,PARTIAL,13.727,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Harare__Zimbabwe,OK,1552.122,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Hargeisa__Somalia,OK,213.047,ip-10-0-198-112,True,True,True,
ils-20260115_041620-80b3fcad,Havana__Cuba,PARTIAL,546.484,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Hawassa__Ethiopia,PARTIAL,593.12,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Hermosillo__Mexico,OK,408.844,ip-10-0-198-112,True,True,True,
ils-20260115_041620-80b3fcad,Heroica_Nogales__Mexico,OK,321.133,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Hidalgo_del_Parral__Mexico,OK,101.649,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Higuey__Dominican_Republic,OK,32.928,ip-10-0-203-245,True,True,True,
ils-20260115_041620-80b3fcad,Ho__Ghana,PARTIAL,327.473,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Hohoe__Ghana,PARTIAL,325.145,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Holguin__Cuba,PARTIAL,526.464,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Hossana__Ethiopia,PARTIAL,5.728,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Huacho__Peru,PARTIAL,327.523,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Huambo__Angola,PARTIAL,335.694,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Huancayo__Peru,OK,374.247,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Huanuco__Peru,OK,46.673,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Huaraz__Peru,OK,85.997,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Ibadan__Nigeria,OK,3856.713,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Ibague__Colombia,OK,585.355,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Ibarra__Ecuador,OK,294.01,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Idah__Nigeria,PARTIAL,327.498,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Idanre__Nigeria,OK,222.415,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Idiofa__Democratic_Republic_of_the_Congo,OK,10.429,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Idiroko__Nigeria,OK,75.533,ip-10-0-199-206,True,True,True,
ils-20260115_041620-80b3fcad,Ido_Ekiti__Nigeria,PARTIAL,10.267,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ifakara__Tanzania,OK,202.133,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Ife__Nigeria,OK,294.44,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Iganga__Uganda,PARTIAL,331.614,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Igbe__Nigeria,PARTIAL,327.446,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Igbo_Ora__Nigeria,OK,128.232,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Igboho__Nigeria,PARTIAL,527.759,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Iguala__Mexico,OK,67.95,ip-10-0-199-206,True,True,True,
ils-20260115_041620-80b3fcad,Ijagbo_Offa__Nigeria,OK,238.901,ip-10-0-198-112,True,True,True,
ils-20260115_041620-80b3fcad,Ijebu_Igbo__Nigeria,PARTIAL,331.678,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ijebu_Ode__Nigeria,PARTIAL,326.676,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ijero_Ekiti__Nigeria,PARTIAL,4.766,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ikerre__Nigeria,PARTIAL,327.393,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ikire__Nigeria,OK,29.905,ip-10-0-199-206,True,True,True,
ils-20260115_041620-80b3fcad,Ikole__Nigeria,PARTIAL,5.973,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ikom__Nigeria,OK,68.043,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Ikot_Ekpene__Nigeria,OK,124.281,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Ilaro__Nigeria,PARTIAL,26.541,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ilawe_Ekiti__Nigeria,OK,30.412,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Ile_Oluji__Nigeria,PARTIAL,327.034,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ilebo__Democratic_Republic_of_the_Congo,PARTIAL,327.692,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ilesa__Nigeria,PARTIAL,327.499,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ilorin__Nigeria,OK,653.738,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Imperatriz__Brazil,OK,606.229,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Impfondo__Republic_of_Congo,PARTIAL,5.528,ip-10-0-204-197,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Indaiatuba__Brazil,OK,262.178,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Ipatinga__Brazil,OK,288.36,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Ipiales__Colombia,OK,43.578,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Iquique__Chile,PARTIAL,26.167,ip-10-0-204-197,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Iragbiji__Nigeria,PARTIAL,327.542,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Irapuato__Mexico,PARTIAL,327.502,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Irri__Nigeria,PARTIAL,331.589,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Isanlu_Mopo__Nigeria,PARTIAL,4.011,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ise__Nigeria,PARTIAL,327.398,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Iseyin__Nigeria,OK,322.737,ip-10-0-197-151,True,True,True,
ils-20260115_041620-80b3fcad,Ishiagu__Nigeria,PARTIAL,8.673,ip-10-0-197-151,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Isiro__Democratic_Republic_of_the_Congo,PARTIAL,332.076,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Itabuna__Brazil,PARTIAL,326.88,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Itaguai__Brazil,OK,29.152,ip-10-0-194-49,True,True,True,
ils-20260115_041620-80b3fcad,Itajai__Brazil,PARTIAL,328.881,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Itapetininga__Brazil,PARTIAL,326.479,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Itapoa__Brazil,OK,32.301,ip-10-0-199-206,True,True,True,
ils-20260115_041620-80b3fcad,Itu__Brazil,PARTIAL,327.003,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Iwere__Nigeria,PARTIAL,331.599,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Iwo__Nigeria,PARTIAL,388.945,ip-10-0-203-245,False,False,True,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Jalingo__Nigeria,PARTIAL,326.038,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Jaragua_do_Sul__Brazil,OK,208.712,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Jau__Brazil,OK,275.957,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Jega__Nigeria,PARTIAL,585.025,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Jequie__Brazil,PARTIAL,528.17,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Ji_Parana__Brazil,PARTIAL,327.506,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Jijiga__Ethiopia,PARTIAL,329.473,ip-10-0-199-206,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Jimeta__Nigeria,OK,100.796,ip-10-0-198-112,True,True,True,
ils-20260115_041620-80b3fcad,Jimma__Ethiopia,PARTIAL,326.33,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Jinja__Uganda,OK,258.154,ip-10-0-195-225,True,True,True,
ils-20260115_041620-80b3fcad,Jinka__Ethiopia,OK,40.945,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Joao_Pessoa__Brazil,PARTIAL,327.511,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Johannesburg__South_Africa,PARTIAL,328.388,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Joinville__Brazil,PARTIAL,339.43,ip-10-0-198-112,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Jos__Nigeria,OK,118.774,ip-10-0-198-112,True,True,True,
ils-20260115_041620-80b3fcad,Jouberton__South_Africa,OK,142.206,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Juazeiro_do_Norte__Brazil,OK,349.393,ip-10-0-204-197,True,True,True,
ils-20260115_041620-80b3fcad,Juba__South_Sudan,OK,764.684,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Juiz_de_Fora__Brazil,OK,408.374,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Juliaca__Peru,OK,594.216,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Jundiai__Brazil,OK,571.747,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Kabba__Nigeria,PARTIAL,7.511,ip-10-0-204-197,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kabinda__Democratic_Republic_of_the_Congo,PARTIAL,5.023,ip-10-0-204-197,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kabondo_Dianda__Democratic_Republic_of_the_Congo,PARTIAL,9.766,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kabongo__Democratic_Republic_of_the_Congo,PARTIAL,3.537,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kabwe__Zambia,PARTIAL,532.32,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kaduna__Nigeria,PARTIAL,327.501,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kafanchan__Nigeria,PARTIAL,327.17,ip-10-0-203-35,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kahama__Tanzania,OK,109.553,ip-10-0-203-35,True,True,True,
ils-20260115_041620-80b3fcad,Kahemba__Democratic_Republic_of_the_Congo,PARTIAL,63.323,ip-10-0-207-26,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kakamega__Kenya,OK,81.394,ip-10-0-207-26,True,True,True,
ils-20260115_041620-80b3fcad,Kakanda__Democratic_Republic_of_the_Congo,PARTIAL,392.977,ip-10-0-203-245,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kalemie__Democratic_Republic_of_the_Congo,OK,37.944,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Kalimva__Democratic_Republic_of_the_Congo,OK,72.298,ip-10-0-194-125,True,True,True,
ils-20260115_041620-80b3fcad,Kaltungo__Nigeria,PARTIAL,388.919,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kambove__Democratic_Republic_of_the_Congo,PARTIAL,335.673,ip-10-0-194-49,False,False,False,Some expected outputs missing after run
ils-20260115_041620-80b3fcad,Kamina__Democratic_Republic_of_the_Congo,OK,22.466,ip-10-0-199-206,True,True,True,
